name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",курс,Образование,Услуга,Услуга,85.41,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",услуга,Образование,Услуга,Услуга,49.41,
Цемент LG 4584,"Цемент LG 4584, реальный товар",л,Материалы,Товар,Товар,27.51,8442.45.100
Тренировка в фитнесе Сервис,"Тренировка в фитнесе, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,62.01,
Хлеб Danone 1976,"Хлеб Danone 1976, реальный товар",л,Продукты,Товар,Товар,27.51,8453.96.100
Монитор Adidas 4344,"Монитор Adidas 4344, реальный товар",кг,Электроника,Товар,Товар,26.30,8426.75.100
Холодильник Samsung 6027,"Холодильник Samsung 6027, реальный товар",кг,Бытовая техника,Товар,Товар,15.29,8447.45.100
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",месяц,Образование,Услуга,Услуга,74.10,
Посудомоечная Danone 8219,"Посудомоечная Danone 8219, реальный товар",л,Бытовая техника,Товар,Товар,14.12,8449.59.100
Краска Adidas 5792,"Краска Adidas 5792, реальный товар",м,Материалы,Товар,Товар,14.12,8442.44.100
Установка окна Центр,"Установка окна, предоставляется компанией Центр",услуга,Красота,Услуга,Услуга,85.41,
Цемент Adidas 3164,"Цемент Adidas 3164, реальный товар",м,Материалы,Товар,Товар,27.51,8448.80.100
Ноутбук Adidas 1652,"Ноутбук Adidas 1652, реальный товар",кг,Электроника,Товар,Товар,14.12,8432.40.100
Ноутбук Nike 8679,"Ноутбук Nike 8679, реальный товар",кг,Электроника,Товар,Товар,10.51,8473.80.100
Джинсы Samsung 5672,"Джинсы Samsung 5672, реальный товар",м,Одежда,Товар,Товар,10.51,8445.25.100
Хлеб Bosch 1022,"Хлеб Bosch 1022, реальный товар",шт,Продукты,Товар,Товар,10.51,8490.19.100
Холодильник Samsung 9858,"Холодильник Samsung 9858, реальный товар",шт,Бытовая техника,Товар,Товар,15.29,8472.39.100
Посудомоечная Nike 9218,"Посудомоечная Nike 9218, реальный товар",кг,Бытовая техника,Товар,Товар,26.30,8421.32.100
